rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
3474	ENSG00000130414	NDUFA10	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa [Source:HGNC Symbol;Acc:HGNC:7684]"	2	q37.3	-1	239892450	240025402	-0.49	4.08E-02
3475	ENSG00000197323	TRIM33	tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]	1	p13.2	-1	114392777	114511160	-0.42	4.09E-02
3476	ENSG00000159335	PTMS	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]	12	p13.31	1	6765516	6770952	-0.58	4.10E-02
3477	ENSG00000023228	NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7707]"	2	q33.3	-1	206114817	206159603	0.10	4.10E-02
3478	ENSG00000138069	RAB1A	"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]"	2	p14	-1	65070701	65130106	-0.96	4.10E-02
3479	ENSG00000170962	PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	11	q22.3	-1	103907186	104164379	0.29	4.10E-02
3480	ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	6	q23.2	-1	134169246	134318112	0.83	4.11E-02
3481	ENSG00000135316	SYNCRIP	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"	6	q14.3	-1	85607785	85643792	-0.45	4.12E-02
3482	ENSG00000141456	PELP1	"proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]"	17	p13.2	-1	4669774	4704337	-0.50	4.12E-02
3483	ENSG00000077458	FAM76B	"family with sequence similarity 76, member B [Source:HGNC Symbol;Acc:HGNC:28492]"	11	q21	-1	95768942	95790409	-0.19	4.12E-02
3484	ENSG00000135929	CYP27A1	"cytochrome P450, family 27, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2605]"	2	q35	1	218781749	218815293	-1.40	4.13E-02
3485	ENSG00000164654	MIOS	"missing oocyte, meiosis regulator, homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:21905]"	7	p21.3	1	7566872	7608929	-0.87	4.13E-02
3486	ENSG00000141543	EIF4A3	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]	17	q25.3	-1	80135214	80147183	-0.47	4.14E-02
3487	ENSG00000151065	DCP1B	decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]	12	p13.33	-1	1946054	2004535	-1.76	4.14E-02
3488	ENSG00000139496	NUPL1	nucleoporin like 1 [Source:HGNC Symbol;Acc:HGNC:20261]	13	q12.13	1	25301524	25349800	0.34	4.15E-02
3489	ENSG00000138796	HADH	hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]	4	q25	1	107989714	108035175	-0.35	4.15E-02
3490	ENSG00000100342	APOL1	"apolipoprotein L, 1 [Source:HGNC Symbol;Acc:HGNC:618]"	22	q12.3	1	36253010	36267530	-0.14	4.15E-02
3491	ENSG00000083168	KAT6A	K(lysine) acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]	8	p11.21	-1	41929479	42051990	0.44	4.16E-02
3492	ENSG00000158467	AHCYL2	adenosylhomocysteinase-like 2 [Source:HGNC Symbol;Acc:HGNC:22204]	7	q32.1	1	129225023	129430211	-1.64	4.17E-02
3493	ENSG00000129158	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]	11	p15.1	-1	17788048	18013162	0.00	4.18E-02
3494	ENSG00000100353	EIF3D	"eukaryotic translation initiation factor 3, subunit D [Source:HGNC Symbol;Acc:HGNC:3278]"	22	q12.3	-1	36510850	36529436	-0.36	4.19E-02
3495	ENSG00000226137	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44342]	17	q25.3	-1	81029130	81034881	-2.27	4.19E-02
3496	ENSG00000082898	XPO1	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	2	p15	-1	61477849	61538626	2.33	4.19E-02
3497	ENSG00000153107	ANAPC1	anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]	2	q13	-1	111766271	111884690	-1.22	4.19E-02
3498	ENSG00000125266	EFNB2	ephrin-B2 [Source:HGNC Symbol;Acc:HGNC:3227]	13	q33.3	-1	106489731	106535114	-1.20	4.19E-02
3499	ENSG00000170458	CD14	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	q31.3	-1	140631728	140633701	-0.58	4.20E-02
3500	ENSG00000006468	ETV1	ets variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]	7	p21.2	-1	13891228	13991425	-1.06	4.23E-02
3501	ENSG00000042429	MED17	mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]	11	q21	1	93784227	93814695	-0.51	4.23E-02
3502	ENSG00000197594	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	6	q23.2	1	131808016	131895155	-0.34	4.24E-02
3503	ENSG00000115828	QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	2	p22.2	1	37344574	37373322	-1.33	4.24E-02
3504	ENSG00000109572	CLCN3	"chloride channel, voltage-sensitive 3 [Source:HGNC Symbol;Acc:HGNC:2021]"	4	q33	1	169612633	169723673	0.03	4.25E-02
3505	ENSG00000117222	RBBP5	retinoblastoma binding protein 5 [Source:HGNC Symbol;Acc:HGNC:9888]	1	q32.1	-1	205086142	205122015	0.81	4.26E-02
3506	ENSG00000035403	VCL	vinculin [Source:HGNC Symbol;Acc:HGNC:12665]	10	q22.2	1	73995193	74121363	-1.36	4.27E-02
3507	ENSG00000125124	BBS2	Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967]	16	q13	-1	56466836	56520283	-0.23	4.27E-02
3508	ENSG00000119403	PHF19	PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]	9	q33.2	-1	120855652	120894896	1.93	4.29E-02
3509	ENSG00000113851	CRBN	cereblon [Source:HGNC Symbol;Acc:HGNC:30185]	3	p26.2	-1	3148992	3179710	-0.60	4.30E-02
3510	ENSG00000119508	NR4A3	"nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"	9	q31.1	1	99821855	99866891	-2.40	4.31E-02
3511	ENSG00000069712	KIAA1107	KIAA1107 [Source:HGNC Symbol;Acc:HGNC:29192]	1	p22.1	1	92167052	92184723	-2.26	4.32E-02
3512	ENSG00000160111	CPAMD8	"C3 and PZP-like, alpha-2-macroglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23228]"	19	p13.11	-1	16892947	17026815	-3.34	4.32E-02
3513	ENSG00000198075	SULT1C4	"sulfotransferase family, cytosolic, 1C, member 4 [Source:HGNC Symbol;Acc:HGNC:11457]"	2	q12.3	1	108377911	108388057	-1.71	4.32E-02
3514	ENSG00000204516	MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	6	p21.33	1	31494881	31511124	3.48	4.32E-02
3515	ENSG00000229871			1	p32.2	-1	56207567	56208456	2.10	4.32E-02
3516	ENSG00000185565	LSAMP	limbic system-associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	3	q13.31	-1	115802363	117139389	-0.24	4.34E-02
3517	ENSG00000121073	SLC35B1	"solute carrier family 35, member B1 [Source:HGNC Symbol;Acc:HGNC:20798]"	17	q21.33	-1	49700943	49709014	0.18	4.34E-02
3518	ENSG00000165617	DACT1	dishevelled-binding antagonist of beta-catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]	14	q23.1	1	58633967	58648321	-1.14	4.34E-02
3519	ENSG00000127884	ECHS1	"enoyl CoA hydratase, short chain, 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:3151]"	10	q26.3	-1	133362480	133373689	-0.42	4.34E-02
3520	ENSG00000136193	SCRN1	secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]	7	p14.3	-1	29920103	29990289	-0.90	4.35E-02
3521	ENSG00000136928	GABBR2	"gamma-aminobutyric acid (GABA) B receptor, 2 [Source:HGNC Symbol;Acc:HGNC:4507]"	9	q22.33	-1	98288109	98709197	1.31	4.35E-02
3522	ENSG00000101457	DNTTIP1	"deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]"	20	q13.12	1	45791937	45811427	-0.28	4.35E-02
3523	ENSG00000247679			5	q35.3	1	177611253	177619754	1.16	4.36E-02
3524	ENSG00000131323	TRAF3	TNF receptor-associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]	14	q32.32	1	102777476	102911500	0.64	4.36E-02
3525	ENSG00000100354	TNRC6B	trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190]	22	q13.1	1	40044817	40335808	0.21	4.37E-02
3526	ENSG00000166923	GREM1	"gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]"	15	q13.3	1	32717974	32745107	-1.91	4.39E-02
3527	ENSG00000188690	UROS	uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]	10	q26.2	-1	125784980	125823248	-0.09	4.39E-02
3528	ENSG00000132819	RBM38	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]	20	q13.31	1	57391407	57409333	1.45	4.39E-02
3529	ENSG00000091947	TMEM101	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]	17	q21.31	-1	44011188	44023946	-0.73	4.40E-02
3530	ENSG00000116649	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]	1	p36.22	-1	11054584	11060024	1.19	4.40E-02
3531	ENSG00000161958	FGF11	fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]	17	p13.1	1	7438273	7444937	0.65	4.41E-02
3532	ENSG00000145864	GABRB2	"gamma-aminobutyric acid (GABA) A receptor, beta 2 [Source:HGNC Symbol;Acc:HGNC:4082]"	5	q34	-1	161288429	161549044	0.10	4.41E-02
3533	ENSG00000151025	GPR158	G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:HGNC:23689]	10	p12.1	1	25175062	25602226	1.72	4.42E-02
3534	ENSG00000117020	AKT3	v-akt murine thymoma viral oncogene homolog 3 [Source:HGNC Symbol;Acc:HGNC:393]	1	q44	-1	243488233	243851079	-1.06	4.42E-02
3535	ENSG00000138777	PPA2	pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]	4	q24	-1	105369077	105474081	-0.49	4.42E-02
3536	ENSG00000139197	PEX5	peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]	12	p13.31	1	7188685	7218574	-0.62	4.42E-02
3537	ENSG00000151655	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]	10	p14	1	7703269	7749520	0.27	4.42E-02
3538	ENSG00000170004	CHD3	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]	17	p13.1	1	7884806	7912760	-0.55	4.42E-02
3539	ENSG00000107798	LIPA	"lipase A, lysosomal acid, cholesterol esterase [Source:HGNC Symbol;Acc:HGNC:6617]"	10	q23.31	-1	89213569	89414557	-0.39	4.44E-02
3540	ENSG00000167191	GPRC5B	"G protein-coupled receptor, class C, group 5, member B [Source:HGNC Symbol;Acc:HGNC:13308]"	16	p12.3	-1	19856691	19886167	0.88	4.44E-02
3541	ENSG00000249592			4	p16.3	-1	762387	781849	2.86	4.44E-02
3542	ENSG00000158458	NRG2	neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]	5	q31.2	-1	139846779	140043299	0.19	4.44E-02
3543	ENSG00000169084	DHRSX	dehydrogenase/reductase (SDR family) X-linked [Source:HGNC Symbol;Acc:HGNC:18399]	X	p22.33	-1	2219516	2502805	0.50	4.46E-02
3544	ENSG00000025293	PHF20	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]	20	q11.22	1	35771974	35950381	0.07	4.46E-02
3545	ENSG00000128245	YWHAH	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta [Source:HGNC Symbol;Acc:HGNC:12853]"	22	q12.3	1	31944461	31957603	0.58	4.47E-02
3546	ENSG00000105928	DFNA5	"deafness, autosomal dominant 5 [Source:HGNC Symbol;Acc:HGNC:2810]"	7	p15.3	-1	24698353	24758113	0.04	4.49E-02
3547	ENSG00000101146	RAE1	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]	20	q13.31	1	57351010	57379211	0.44	4.50E-02
3548	ENSG00000145247	OCIAD2	OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]	4	p11	-1	48885019	48906937	-0.12	4.50E-02
3549	ENSG00000225697	SLC26A6	"solute carrier family 26 (anion exchanger), member 6 [Source:HGNC Symbol;Acc:HGNC:14472]"	3	p21.31	-1	48625723	48635493	1.57	4.50E-02
3550	ENSG00000144824	PHLDB2	"pleckstrin homology-like domain, family B, member 2 [Source:HGNC Symbol;Acc:HGNC:29573]"	3	q13.2	1	111732497	111976517	-1.26	4.51E-02
3551	ENSG00000070950	RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	3	p25.3	-1	8775402	8963773	1.13	4.51E-02
3552	ENSG00000127084	FGD3	"FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]"	9	q22.31	1	92947451	93036236	2.80	4.52E-02
3553	ENSG00000161036	LRWD1	leucine-rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769]	7	q22.1	1	102464929	102473168	1.85	4.52E-02
3554	ENSG00000129250	KIF1C	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]	17	p13.2	1	4997948	5028401	-1.07	4.53E-02
3555	ENSG00000171759	PAH	phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582]	12	q23.2	-1	102836885	102958410	0.10	4.55E-02
3556	ENSG00000058272	PPP1R12A	"protein phosphatase 1, regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]"	12	q21.31	-1	79773563	79935460	0.25	4.55E-02
3557	ENSG00000019549	SNAI2	snail family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:11094]	8	q11.21	-1	48917690	48921740	-0.02	4.55E-02
3558	ENSG00000064042	LIMCH1	LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]	4	p13	1	41359607	41700044	0.03	4.56E-02
3559	ENSG00000167074	TEF	thyrotrophic embryonic factor [Source:HGNC Symbol;Acc:HGNC:11722]	22	q13.2	1	41367333	41399326	-0.97	4.56E-02
3560	ENSG00000136935	GOLGA1	golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424]	9	q33.3	-1	124878357	124948492	-0.76	4.57E-02
3561	ENSG00000172795	DCP2	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]	5	q22.2	1	112976702	113020970	0.22	4.57E-02
3562	ENSG00000066027	PPP2R5A	"protein phosphatase 2, regulatory subunit B', alpha [Source:HGNC Symbol;Acc:HGNC:9309]"	1	q32.3	1	212285537	212361863	0.30	4.58E-02
3563	ENSG00000123159	GIPC1	"GIPC PDZ domain containing family, member 1 [Source:HGNC Symbol;Acc:HGNC:1226]"	19	p13.12	-1	14477760	14496149	0.38	4.58E-02
3564	ENSG00000156603	MED19	mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600]	11	q12.1	-1	57703714	57712221	0.41	4.59E-02
3565	ENSG00000138036	DYNC2LI1	"dynein, cytoplasmic 2, light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]"	2	p21	1	43774039	43810010	-0.24	4.59E-02
3566	ENSG00000081019	RSBN1	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]	1	p13.2	-1	113761832	113812476	-0.31	4.60E-02
3567	ENSG00000004468	CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	4	p15.32	1	15778275	15853230	-1.67	4.60E-02
3568	ENSG00000264207			1	q21.2	1	149861271	149862504	2.67	4.61E-02
3569	ENSG00000124107	SLPI	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]	20	q13.12	-1	45252239	45254564	2.07	4.63E-02
3570	ENSG00000155097	ATP6V1C1	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]"	8	q22.3	1	103021063	103073051	-0.04	4.64E-02
3571	ENSG00000102241	HTATSF1	HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]	X	q26.3	1	136497079	136512346	0.30	4.64E-02
3572	ENSG00000134222	PSRC1	proline/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	1	p13.3	-1	109279556	109283186	1.07	4.64E-02
3573	ENSG00000105053	VRK3	vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]	19	q13.33	-1	49976467	50025946	-0.39	4.66E-02
3574	ENSG00000121671	CRY2	cryptochrome circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:2385]	11	p11.2	1	45847118	45883248	-0.91	4.67E-02
3575	ENSG00000196136	SERPINA3	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]"	14	q32.13	1	94612384	94624055	-1.27	4.67E-02
3576	ENSG00000168539	CHRM1	"cholinergic receptor, muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]"	11	q12.3	-1	62908679	62921807	-5.14	4.68E-02
3577	ENSG00000231160	KLF3-AS1	KLF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25796]	4	p14	-1	38612701	38664883	-1.08	4.69E-02
3578	ENSG00000223956			1	p32.2	1	56414963	56415966	0.07	4.71E-02
3579	ENSG00000164172	MOCS2	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]	5	q11.2	-1	53095679	53110063	-0.69	4.71E-02
3580	ENSG00000145632	PLK2	polo-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]	5	q11.2	-1	58453982	58460260	0.54	4.72E-02
3581	ENSG00000146072	TNFRSF21	"tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:HGNC:13469]"	6	p12.3	-1	47231532	47309905	-0.79	4.72E-02
3582	ENSG00000158711	ELK4	"ELK4, ETS-domain protein (SRF accessory protein 1) [Source:HGNC Symbol;Acc:HGNC:3326]"	1	q32.1	-1	205597556	205631962	-0.83	4.74E-02
3583	ENSG00000205464	ATP6AP1L	"ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:HGNC Symbol;Acc:HGNC:28091]"	5	q14.2	1	82279462	82386977	-0.17	4.75E-02
3584	ENSG00000120833	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	12	q22	1	93569814	93583487	-1.07	4.75E-02
3585	ENSG00000205517	RGL3	ral guanine nucleotide dissociation stimulator-like 3 [Source:HGNC Symbol;Acc:HGNC:30282]	19	p13.2	-1	11384341	11419342	2.42	4.76E-02
3586	ENSG00000233429	HOTAIRM1	"HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:HGNC:37117]"	7	p15.2	1	27095647	27100265	3.50	4.76E-02
3587	ENSG00000172348	RCAN2	regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041]	6	p12.3	-1	46220736	46491972	-1.33	4.77E-02
3588	ENSG00000215717	TMEM167B	transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]	1	p13.3	1	109089803	109096934	-0.48	4.77E-02
3589	ENSG00000145708	CRHBP	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]	5	q13.3	1	76952713	76981158	0.22	4.77E-02
3590	ENSG00000147955	SIGMAR1	sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]	9	p13.3	-1	34634722	34637809	-0.22	4.77E-02
3591	ENSG00000114127	XRN1	5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]	3	q23	-1	142306607	142448062	1.01	4.78E-02
3592	ENSG00000197380	DACT3	dishevelled-binding antagonist of beta-catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]	19	q13.32	-1	46647612	46661138	-1.39	4.79E-02
3593	ENSG00000078808	SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	1	p36.33	-1	1216908	1232031	-0.13	4.79E-02
3594	ENSG00000139597	N4BP2L1	NEDD4 binding protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:25037]	13	q13.1	-1	32400723	32428178	-0.29	4.82E-02
3595	ENSG00000102119	EMD	emerin [Source:HGNC Symbol;Acc:HGNC:3331]	X	q28	1	154379197	154381523	0.74	4.82E-02
3596	ENSG00000073464	CLCN4	"chloride channel, voltage-sensitive 4 [Source:HGNC Symbol;Acc:HGNC:2022]"	X	p22.2	1	10156945	10237660	3.02	4.82E-02
3597	ENSG00000198663	C6orf89	chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:21114]	6	p21.2	1	36871870	36928964	0.60	4.84E-02
3598	ENSG00000062194	GPBP1	GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]	5	q11.2	1	57173948	57264679	0.27	4.85E-02
3599	ENSG00000115590	IL1R2	"interleukin 1 receptor, type II [Source:HGNC Symbol;Acc:HGNC:5994]"	2	q11.2	1	101991844	102028544	1.12	4.88E-02
3600	ENSG00000138032	PPM1B	"protein phosphatase, Mg2+/Mn2+ dependent, 1B [Source:HGNC Symbol;Acc:HGNC:9276]"	2	p21	1	44167969	44244384	-0.33	4.90E-02
3601	ENSG00000131725	WDR44	WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]	X	q24	1	118346073	118449961	0.05	4.91E-02
3602	ENSG00000228504			1	p21.3	-1	95310928	95318263	0.08	4.92E-02
3603	ENSG00000214357	NEURL1B	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	5	q35.1	1	172641266	172691540	2.31	4.92E-02
3604	ENSG00000196605	ZNF846	zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]	19	p13.2	-1	9751993	9793180	-2.67	4.92E-02
3605	ENSG00000085491	SLC25A24	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 [Source:HGNC Symbol;Acc:HGNC:20662]"	1	p13.3	-1	108134036	108200849	0.41	4.93E-02
3606	ENSG00000112343	TRIM38	tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059]	6	p22.2	1	25962802	25991226	0.33	4.95E-02
3607	ENSG00000168795	ZBTB5	zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836]	9	p13.2	-1	37438114	37465399	0.18	4.95E-02
3608	ENSG00000139055	ERP27	endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]	12	p12.3	-1	14914035	14939082	1.18	4.96E-02
3609	ENSG00000144560	VGLL4	vestigial-like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]	3	p25.2	-1	11556070	11771350	1.04	4.96E-02
3610	ENSG00000160753	RUSC1	RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]	1	q22	1	155320896	155331114	0.12	4.97E-02
3611	ENSG00000114126	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2) [Source:HGNC Symbol;Acc:HGNC:11751]	3	q23	-1	141944428	142149544	1.01	4.97E-02
3612	ENSG00000081386	ZNF510	zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]	9	q22.33	-1	96755865	96778129	-1.75	4.97E-02
3613	ENSG00000169306	IL1RAPL1	interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	X	p21.3	1	28587399	29956723	-1.06	4.97E-02
3614	ENSG00000153914	SREK1	splicing regulatory glutamine/lysine-rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]	5	q12.3	1	66139971	66183615	-0.01	4.97E-02
3615	ENSG00000177283	FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	10	p11.21	-1	35638249	35642278	1.69	4.97E-02
3616	ENSG00000026103	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	10	q23.31	1	88990531	89015785	-1.22	4.98E-02
3617	ENSG00000137880	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	15	q15.1	1	40764020	40767710	1.69	4.98E-02
3618	ENSG00000004534	RBM6	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]	3	p21.31	1	49940007	50100045	0.81	5.00E-02
3619	ENSG00000140350	ANP32A	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:HGNC Symbol;Acc:HGNC:13233]"	15	q23	-1	68778535	68820897	0.51	5.02E-02
3620	ENSG00000107771	CCSER2	coiled-coil serine-rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]	10	q23.1	1	84328586	84518521	-0.48	5.03E-02
3621	ENSG00000167775	CD320	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]	19	p13.2	-1	8302127	8308356	-0.56	5.04E-02
3622	ENSG00000146281	PM20D2	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]	6	q15	1	89146050	89165565	-1.03	5.04E-02
3623	ENSG00000117335	CD46	"CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:HGNC:6953]"	1	q32.2	1	207752057	207795513	-0.52	5.05E-02
3624	ENSG00000153404	PLEKHG4B	"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B [Source:HGNC Symbol;Acc:HGNC:29399]"	5	p15.33	1	140258	189970	1.47	5.09E-02
3625	ENSG00000072401	UBE2D1	ubiquitin-conjugating enzyme E2D 1 [Source:HGNC Symbol;Acc:HGNC:12474]	10	q21.1	1	58334975	58370753	0.17	5.10E-02
3626	ENSG00000135119	RNFT2	"ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]"	12	q24.22	1	116738178	116853631	0.94	5.11E-02
3627	ENSG00000173281	PPP1R3B	"protein phosphatase 1, regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]"	8	p23.1	-1	9136255	9151574	-1.04	5.12E-02
3628	ENSG00000198855	FICD	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	12	q23.3	1	108515185	108525837	0.82	5.12E-02
3629	ENSG00000203880	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]	20	q13.33	1	64255695	64287821	0.86	5.13E-02
3630	ENSG00000108055	SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	10	q25.2	1	110567691	110604636	0.49	5.13E-02
3631	ENSG00000156689	GLYATL2	glycine-N-acyltransferase-like 2 [Source:HGNC Symbol;Acc:HGNC:24178]	11	q12.1	-1	58834065	58904215	3.17	5.15E-02
