rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
5010	ENSG00000164880	INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	7	p22.3	-1	1470277	1504367	0.17	4.92E-09
5011	ENSG00000232973	CYP1B1-AS1	CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543]	2	p22.2	1	38073447	38231651	-0.3	4.93E-09
5012	ENSG00000161638	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide) [Source:HGNC Symbol;Acc:6141]"	12	q13.13	-1	54789045	54813244	0.913221387	4.96E-09
5013	ENSG00000166669	ATF7IP2	activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]	16	p13.2	1	10326434	10483638	-0.27	4.99E-09
5014	ENSG00000168056	LTBP3	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]	11	q13.1	-1	65538560	65558930	-0.51	5.00E-09
5015	ENSG00000058085	LAMC2	"laminin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]"	1	q25.3	1	183186238	183244900	0.33	5.05E-09
5016	ENSG00000110619	CARS	cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]	11	p15.4	-1	3000922	3057613	0.18	5.05E-09
5017	ENSG00000134815	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:HGNC:16719]	19	q13.32	1	47349281	47382704	0.21	5.12E-09
5018	ENSG00000156795	WDYHV1	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]	8	q24.13	1	123416725	123467230	0.23	5.15E-09
5019	ENSG00000114857	NKTR	natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]	3	p22.1	1	42600614	42648741	0.61	5.18E-09
5020	ENSG00000004142	POLDIP2	"polymerase (DNA-directed), delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"	17	q11.2	-1	28347177	28357522	0.29	5.18E-09
5021	ENSG00000251322	SHANK3	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]	22	q13.33	1	50674415	50733298	-0.34	5.25E-09
5022	ENSG00000182134	TDRKH	tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]	1	q21.3	-1	151770107	151791416	0.44	5.26E-09
5023	ENSG00000172716	SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	17	q12	-1	35350305	35373701	-0.38	5.26E-09
5024	ENSG00000007908	SELE	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]	1	q24.2	-1	169722641	169764705	-1.51	5.29E-09
5025	ENSG00000215012	C22orf29	chromosome 22 open reading frame 29 [Source:HGNC Symbol;Acc:26112]	22	q11.21	-1	19833661	19842419	-0.438097874	5.31E-09
5026	ENSG00000148950	IMMP1L	inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317]	11	p13	-1	31432401	31509645	0.32	5.35E-09
5027	ENSG00000104213	PDGFRL	platelet-derived growth factor receptor-like [Source:HGNC Symbol;Acc:HGNC:8805]	8	p22	1	17576433	17644071	0.36	5.39E-09
5028	ENSG00000160710	ADAR	"adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:HGNC:225]"	1	q21.3	-1	154582062	154627999	0.27	5.47E-09
5029	ENSG00000120318	ARAP3	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]"	5	q31.3	-1	141653401	141682221	-0.3	5.61E-09
5030	ENSG00000158480	SPATA2	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]	20	q13.13	-1	49903391	49915508	0.25	5.63E-09
5031	ENSG00000224226	NA	NA	NA	NA	NA	NA	NA	1.1	5.69E-09
5032	ENSG00000142513	ACPT	"acid phosphatase, testicular [Source:HGNC Symbol;Acc:HGNC:14376]"	19	q13.33	1	50790415	50795224	0.23	5.73E-09
5033	ENSG00000172292	CERS6	ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]	2	q24.3	1	168455862	168775137	0.3	5.75E-09
5034	ENSG00000069849	ATP1B3	"ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:HGNC Symbol;Acc:HGNC:806]"	3	q23	1	141876124	141926514	-0.27	5.76E-09
5035	ENSG00000196911	KPNA5	karyopherin alpha 5 (importin alpha 6) [Source:HGNC Symbol;Acc:HGNC:6398]	6	q22.1	1	116681187	116741866	-0.3	5.86E-09
5036	ENSG00000260025			2	p22.2	-1	36354749	36355114	-0.71	5.87E-09
5037	ENSG00000099624	ATP5D	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:HGNC Symbol;Acc:HGNC:837]"	19	p13.3	1	1241746	1244826	0.38	5.87E-09
5038	ENSG00000164647	STEAP1	six transmembrane epithelial antigen of the prostate 1 [Source:HGNC Symbol;Acc:HGNC:11378]	7	q21.13	1	90154375	90164829	0.67	5.90E-09
5039	ENSG00000007968	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	1	p36.12	-1	23506430	23531220	0.29	5.90E-09
5040	ENSG00000163312	HELQ	"helicase, POLQ-like [Source:HGNC Symbol;Acc:HGNC:18536]"	4	q21.23	-1	83407343	83455856	-0.35	5.92E-09
5041	ENSG00000055147	FAM114A2	"family with sequence similarity 114, member A2 [Source:HGNC Symbol;Acc:HGNC:1333]"	5	q33.2	-1	153990128	154038936	-0.18	5.99E-09
5042	ENSG00000165424	ZCCHC24	"zinc finger, CCHC domain containing 24 [Source:HGNC Symbol;Acc:26911]"	10	q22.3	-1	81142081	81205383	0.497916659	6.01E-09
5043	ENSG00000255622	PCDHB17P	protocadherin beta 17 pseudogene [Source:HGNC Symbol;Acc:HGNC:14547]	5	q31.3	1	141155996	141159061	0.51	6.06E-09
5044	ENSG00000123643	SLC36A1	"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:HGNC:18761]"	5	q33.1	1	151437046	151492381	0.44	6.10E-09
5045	ENSG00000248124	RRN3P1	"RRN3 homolog, RNA polymerase I transcription factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30548]"	16	p12.2	-1	21796106	21820410	-0.75	6.10E-09
5046	ENSG00000168280	KIF5C	kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325]	2	q23.1	1	148875250	149026759	0.24	6.12E-09
5047	ENSG00000108270	NA	NA	NA	NA	NA	NA	NA	0.24	6.14E-09
5048	ENSG00000158863	FAM160B2	"family with sequence similarity 160, member B2 [Source:HGNC Symbol;Acc:16492]"	8	p21.3	1	21946670	21962409	0.351910877	6.17E-09
5049	ENSG00000130299	GTPBP3	GTP binding protein 3 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:14880]	19	p13.11	1	17334920	17342735	0.24	6.18E-09
5050	ENSG00000152256	PDK1	"pyruvate dehydrogenase kinase, isozyme 1 [Source:HGNC Symbol;Acc:HGNC:8809]"	2	q31.1	1	172555373	172608669	0.2	6.18E-09
5051	ENSG00000119965	C10orf88	chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]	10	q26.13	-1	122930903	122954403	0.24	6.20E-09
5052	ENSG00000171017	LRRC8E	"leucine rich repeat containing 8 family, member E [Source:HGNC Symbol;Acc:26272]"	19	p13.2	1	7953390	7966901	-0.686549329	6.24E-09
5053	ENSG00000204983	PRSS1	"protease, serine, 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]"	7	q34	1	142457319	142460923	0.706163578	6.24E-09
5054	ENSG00000237054	PRMT5-AS1	PRMT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40533]	14	q11.2	1	22918947	22926900	0.55	6.30E-09
5055	ENSG00000122779	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]	7	q33	1	138460334	138589993	0.3	6.32E-09
5056	ENSG00000004487	KDM1A	lysine (K)-specific demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]	1	p36.12	1	23019448	23083689	0.39	6.33E-09
5057	ENSG00000144730	IL17RD	interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]	3	p14.3	-1	57089982	57170306	-0.22	6.34E-09
5058	ENSG00000163159	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11644]	1	q21.3	-1	151169987	151195321	0.21	6.35E-09
5059	ENSG00000128699	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]	2	q32.2	-1	189770323	189784371	0.15	6.36E-09
5060	ENSG00000171045	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	8	q24.3	-1	142212080	142403240	0.29	6.36E-09
5061	ENSG00000101040	ZMYND8	"zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]"	20	q13.12	-1	47209214	47356889	0.21	6.38E-09
5062	ENSG00000106723	SPIN1	spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]	9	q22.1	1	88388419	88478694	-0.29	6.41E-09
5063	ENSG00000122034	GTF3A	general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]	13	q12.2	1	27424544	27435823	0.16	6.45E-09
5064	ENSG00000197070	ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	9	q34.3	1	137605654	137615360	0.24	6.46E-09
5065	ENSG00000160180	TFF3	trefoil factor 3 (intestinal) [Source:HGNC Symbol;Acc:HGNC:11757]	21	q22.3	-1	42311667	42315651	1.09	6.48E-09
5066	ENSG00000170260	ZNF212	zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]	7	q36.1	1	149239651	149255609	0.22	6.48E-09
5067	ENSG00000132589	FLOT2	flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]	17	q11.2	-1	28879335	28897679	-0.16	6.52E-09
5068	ENSG00000158286	RNF207	ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]	1	p36.31	1	6205475	6221299	-0.28	6.57E-09
5069	ENSG00000006534	ALDH3B1	"aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:410]"	11	q13.2	1	67776048	67796744	1.042006519	6.63E-09
5070	ENSG00000164219	PGGT1B	"protein geranylgeranyltransferase type I, beta subunit [Source:HGNC Symbol;Acc:HGNC:8895]"	5	q22.3	-1	115204012	115262872	0.3	6.64E-09
5071	ENSG00000152779	SLC16A12	"solute carrier family 16, member 12 [Source:HGNC Symbol;Acc:23094]"	10	q23.31	-1	91190051	91316398	0.874805091	6.65E-09
5072	ENSG00000086015	MAST2	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]	1	p34.1	1	45786987	46036124	0.17	6.66E-09
5073	ENSG00000056277	ZNF280C	zinc finger protein 280C [Source:HGNC Symbol;Acc:HGNC:25955]	X	q26.1	-1	130202711	130268899	0.35	6.78E-09
5074	ENSG00000142675	CNKSR1	connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]	1	p36.11	1	26177403	26189886	0.26	6.81E-09
5075	ENSG00000123009	NME2P1	NME/NM23 nucleoside diphosphate kinase 2 pseudogene 1 [Source:HGNC Symbol;Acc:31358]	12	q24.31	1	120719940	120720632	-1.620651858	6.82E-09
5076	ENSG00000006016	CRLF1	cytokine receptor-like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	19	p13.11	-1	18572220	18607741	0.48	6.82E-09
5077	ENSG00000154814	OXNAD1	oxidoreductase NAD-binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	3	p25.1	1	16265160	16350299	0.17	6.88E-09
5078	ENSG00000180957	PITPNB	"phosphatidylinositol transfer protein, beta [Source:HGNC Symbol;Acc:HGNC:9002]"	22	q12.1	-1	27851669	27920134	-0.2	6.88E-09
5079	ENSG00000139131	YARS2	"tyrosyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24249]"	12	p11.21	-1	32727490	32755902	0.35	6.99E-09
5080	ENSG00000164096	C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]	4	q26	-1	119296419	119304445	-0.3	7.00E-09
5081	ENSG00000196167	COLCA1	colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]	11	q23.1	-1	111290787	111305045	0.49	7.01E-09
5082	ENSG00000007944	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]	6	p22.3	1	16129125	16148248	0.23	7.06E-09
5083	ENSG00000182667	NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	11	q25	1	131370478	132336822	0.32	7.07E-09
5084	ENSG00000157227	MMP14	matrix metallopeptidase 14 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7160]	14	q11.2	1	22836557	22849027	-0.28	7.11E-09
5085	ENSG00000137343	ATAT1	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]	6	p21.33	1	30626842	30646823	0.3	7.25E-09
5086	ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]	5	q33.2	1	154941070	154969411	0.26	7.26E-09
5087	ENSG00000081189	MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	5	q14.3	-1	88717117	88904257	-0.36	7.28E-09
5088	ENSG00000187583	PLEKHN1	"pleckstrin homology domain containing, family N member 1 [Source:HGNC Symbol;Acc:HGNC:25284]"	1	p36.33	1	966497	975865	0.32	7.30E-09
5089	ENSG00000197586	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]	20	p11.21	1	25195693	25226729	0.49	7.31E-09
5090	ENSG00000166946	CCNDBP1	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	15	q15.2	1	43185118	43197176	-0.37	7.33E-09
5091	ENSG00000065621	GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]	10	q25.1	1	104268873	104304945	-0.5	7.38E-09
5092	ENSG00000089154	GCN1	GCN1 eIF2 alpha kinase activator homolog [Source:HGNC Symbol;Acc:HGNC:4199]	12	q24.23	-1	120127203	120194710	0.31	7.40E-09
5093	ENSG00000141744	PNMT	phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]	17	q12	1	39667981	39670475	-0.25	7.45E-09
5094	ENSG00000148386	LCN9	lipocalin 9 [Source:HGNC Symbol;Acc:HGNC:17442]	9	q34.3	1	135663322	135666422	0.71	7.46E-09
5095	ENSG00000261252	NA	NA	NA	NA	NA	NA	NA	0.96	7.52E-09
5096	ENSG00000068697	LAPTM4A	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]	2	p24.1	-1	20032650	20052028	-0.16	7.57E-09
5097	ENSG00000149328	GLB1L2	"galactosidase, beta 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25129]"	11	q25	1	134331874	134378341	0.52	7.61E-09
5098	ENSG00000146826	C7orf43	chromosome 7 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25604]	7	q22.1	-1	100154420	100158715	0.4	7.67E-09
5099	ENSG00000162747	FCGR3B	"Fc fragment of IgG, low affinity IIIb, receptor (CD16b) [Source:HGNC Symbol;Acc:HGNC:3620]"	1	q23.3	-1	161623196	161631963	-0.44	7.70E-09
5100	ENSG00000100101		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:V9GYY5]	22	q13.1	1	37686414	37726503	1	7.72E-09
5101	ENSG00000109685	WHSC1	Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:HGNC:12766]	4	p16.3	1	1871424	1982207	0.2	7.77E-09
5102	ENSG00000113070	HBEGF	heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	5	q31.3	-1	140332843	140346631	-0.35	7.77E-09
5103	ENSG00000076003	MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	2	q21.3	-1	135839626	135876426	-0.21	7.78E-09
5104	ENSG00000120725	SIL1	SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]	5	q31.2	-1	138946720	139293557	0.33	7.86E-09
5105	ENSG00000246705	H2AFJ	"H2A histone family, member J [Source:HGNC Symbol;Acc:HGNC:14456]"	12	p12.3	1	14774383	14778002	0.29	7.87E-09
5106	ENSG00000223396	RPS10P7	ribosomal protein S10 pseudogene 7 [Source:HGNC Symbol;Acc:36423]	1	q32.1	1	201487831	201499602	-1.434922315	7.88E-09
5107	ENSG00000146587	RBAK	RB-associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	7	p22.1	1	5045821	5069488	0.12	7.89E-09
5108	ENSG00000011347	SYT7	synaptotagmin VII [Source:HGNC Symbol;Acc:HGNC:11514]	11	q12.2	-1	61515313	61581148	0.25	7.92E-09
5109	ENSG00000109625	CPZ	carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333]	4	p16.1	1	8592660	8619759	1.49	7.93E-09
5110	ENSG00000138135	CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	10	q23.31	-1	89205629	89207314	-0.41	7.96E-09
5111	ENSG00000122870	BICC1	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	10	q21.1	1	58513140	58831437	0.28	7.98E-09
5112	ENSG00000115457	IGFBP2	"insulin-like growth factor binding protein 2, 36kDa [Source:HGNC Symbol;Acc:HGNC:5471]"	2	q35	1	216632828	216664436	0.4	8.03E-09
5113	ENSG00000188257	PLA2G2A	"phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:HGNC:9031]"	1	p36.13	-1	19975431	19980416	0.86	8.12E-09
5114	ENSG00000223442	TH2LCRR	T helper type 2 locus control region associated RNA [Source:HGNC Symbol;Acc:HGNC:40495]	5	q31.1	-1	132630589	132664272	-0.3	8.18E-09
5115	ENSG00000183808	RBM12B	RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]	8	q22.1	-1	93729356	93741017	0.18	8.26E-09
5116	ENSG00000174780	SRP72	signal recognition particle 72kDa [Source:HGNC Symbol;Acc:HGNC:11303]	4	q12	1	56466915	56503680	0.31	8.30E-09
5117	ENSG00000102057	KCND1	"potassium channel, voltage gated Shal related subfamily D, member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"	X	p11.23	-1	48961378	48971569	-0.34	8.32E-09
5118	ENSG00000182132	KCNIP1	Kv channel interacting protein 1 [Source:HGNC Symbol;Acc:15521]	5	q35.1	1	169780491	170163636	0.541043714	8.33E-09
5119	ENSG00000186166	CCDC84	coiled-coil domain containing 84 [Source:HGNC Symbol;Acc:HGNC:30460]	11	q23.3	1	118998142	119015791	0.22	8.36E-09
5120	ENSG00000132906	CASP9	"caspase 9, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1511]"	1	p36.21	-1	15490832	15526534	-0.27	8.37E-09
5121	ENSG00000120093	HOXB3	homeobox B3 [Source:HGNC Symbol;Acc:5114]	17	q21.32	-1	46626232	46682274	1.757057952	8.39E-09
5122	ENSG00000148655	C10orf11	chromosome 10 open reading frame 11 [Source:HGNC Symbol;Acc:HGNC:23405]	10	q22.2	1	75431453	76560167	0.27	8.42E-09
5123	ENSG00000092140	G2E3	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	14	q12	1	30559123	30620063	0.17	8.43E-09
5124	ENSG00000165716	FAM69B	"family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]"	9	q34.3	1	139607022	139618502	-0.528121569	8.55E-09
5125	ENSG00000104889	RNASEH2A	"ribonuclease H2, subunit A [Source:HGNC Symbol;Acc:18518]"	19	p13.2	1	12917394	12924452	-0.528568822	8.58E-09
5126	ENSG00000080819	CPOX	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]	3	q11.2	-1	98521132	98593723	0.36	8.60E-09
5127	ENSG00000164077	MON1A	MON1 secretory trafficking family member A [Source:HGNC Symbol;Acc:HGNC:28207]	3	p21.31	-1	49908862	49930173	0.51	8.69E-09
5128	ENSG00000197134	ZNF257	zinc finger protein 257 [Source:HGNC Symbol;Acc:HGNC:13498]	19	p12	1	22052452	22091480	-0.69	8.70E-09
5129	ENSG00000180891	CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]	17	q22	-1	57861243	57955323	-0.3	8.75E-09
5130	ENSG00000149534	MS4A2	"membrane-spanning 4-domains, subfamily A, member 2 [Source:HGNC Symbol;Acc:HGNC:7316]"	11	q12.1	1	60088261	60098466	-0.6	8.81E-09
5131	ENSG00000215915	ATAD3C	"ATPase family, AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]"	1	p36.33	1	1449689	1470158	-1.33	8.93E-09
5132	ENSG00000166450	PRTG	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]	15	q21.3	-1	55611546	55743090	0.96	8.95E-09
5133	ENSG00000143891	GALM	galactose mutarotase (aldose 1-epimerase) [Source:HGNC Symbol;Acc:HGNC:24063]	2	p22.1	1	38665910	38741237	-0.44	9.02E-09
5134	ENSG00000052126	PLEKHA5	"pleckstrin homology domain containing, family A member 5 [Source:HGNC Symbol;Acc:HGNC:30036]"	12	p12.3	1	19129752	19376400	-0.13	9.05E-09
5135	ENSG00000103415	HMOX2	heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]	16	p13.3	1	4474690	4510347	0.23	9.05E-09
5136	ENSG00000141560	FN3KRP	fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]	17	q25.3	1	82716683	82730328	-0.34	9.13E-09
5137	ENSG00000127914	AKAP9	A kinase (PRKA) anchor protein 9 [Source:HGNC Symbol;Acc:HGNC:379]	7	q21.2	1	91940867	92110673	0.12	9.16E-09
5138	ENSG00000148690	FRA10AC1	"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1 [Source:HGNC Symbol;Acc:HGNC:1162]"	10	q23.33	-1	93667883	93702572	-0.38	9.17E-09
5139	ENSG00000165494	PCF11	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]	11	q14.1	1	83156988	83187451	0.45	9.22E-09
5140	ENSG00000170571	EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	5	q11.1	-1	50396192	50443248	0.46	9.26E-09
5141	ENSG00000255455			11	q24.3	-1	130866254	130870247	-0.76	9.28E-09
5142	ENSG00000124635	HIST1H2BJ	"histone cluster 1, H2bj [Source:HGNC Symbol;Acc:HGNC:4761]"	6	p22.1	-1	27125897	27132750	0.28	9.33E-09
5143	ENSG00000173327	MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	11	q13.1	-1	65597755	65615382	0.25	9.37E-09
5144	ENSG00000116525	TRIM62	tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]	1	p35.1	-1	33145402	33182059	0.28	9.38E-09
5145	ENSG00000102805	CLN5	"ceroid-lipofuscinosis, neuronal 5 [Source:HGNC Symbol;Acc:HGNC:2076]"	13	q22.3	1	76990660	77002517	-0.53	9.40E-09
5146	ENSG00000124383	MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:HGNC Symbol;Acc:HGNC:7213]	2	p13.3	1	71130314	71150101	0.23	9.41E-09
5147	ENSG00000131791	PRKAB2	"protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9379]"	1	q21.1	-1	147155106	147172550	-0.37	9.57E-09
5148	ENSG00000069482	GAL	galanin/GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	11	q13.2	1	68683779	68691175	0.35	9.66E-09
5149	ENSG00000165244	ZNF367	zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]	9	q22.32	-1	96385941	96418329	0.55	9.72E-09
5150	ENSG00000142330	CAPN10	calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]	2	q37.3	1	240586716	240617705	0.15	9.76E-09
5151	ENSG00000162946	DISC1	disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:HGNC:2888]	1	q42.2	1	231626815	232041272	0.47	9.77E-09
5152	ENSG00000198018	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]	10	q24.2	1	99659506	99706240	0.52	9.77E-09
5153	ENSG00000169991	IFFO2	intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]	1	p36.13	-1	18904281	18956686	-0.5	9.84E-09
5154	ENSG00000112357	PEX7	peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]	6	q23.3	1	136822564	136913937	0.36	9.98E-09
5155	ENSG00000124215	CDH26	cadherin 26 [Source:HGNC Symbol;Acc:HGNC:15902]	20	q13.33	1	59958427	60034011	-0.54	9.99E-09
5156	ENSG00000142541	RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	19	q13.33	1	49487554	49492308	0.35	1.00E-08
5157	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23595]	1	p36.22	1	12230067	12512047	-0.19	1.00E-08
5158	ENSG00000133874	RNF122	ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]	8	p12	-1	33547755	33567125	-0.34	1.01E-08
5159	ENSG00000187672	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	3	p14.3	-1	55508308	56468363	-0.4	1.02E-08
5160	ENSG00000158669	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:20880]	8	p11.21	1	41577187	41625001	0.15	1.03E-08
5161	ENSG00000102796	DHRS12	dehydrogenase/reductase (SDR family) member 12 [Source:HGNC Symbol;Acc:HGNC:25832]	13	q14.3	-1	51767993	51804157	-0.29	1.03E-08
5162	ENSG00000184160	ADRA2C	adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]	4	p16.3	1	3766348	3768526	-0.33	1.04E-08
5163	ENSG00000148300	REXO4	"REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]"	9	q34.2	-1	133406059	133418096	0.16	1.04E-08
5164	ENSG00000101098	RIMS4	regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]	20	q13.12	-1	44751808	44810338	-0.37	1.07E-08
5165	ENSG00000125124	BBS2	Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967]	16	q13	-1	56466836	56520283	-0.18	1.07E-08
5166	ENSG00000103264	FBXO31	F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]	16	q24.2	-1	87326987	87392142	-0.43	1.08E-08
5167	ENSG00000196648	NA	NA	NA	NA	NA	NA	NA	1.01	1.08E-08
5168	ENSG00000174010	KLHL15	kelch-like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347]	X	p22.11	-1	23983720	24027186	-0.39	1.08E-08
