rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
2701	ENSG00000130766	SESN2	sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]	1	p35.3	1	28259527	28282491	-0.565885767	8.49E-05
2702	ENSG00000173209	AHSA2	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20437]"	2	p15	1	61177418	61191203	-0.738455028	8.49E-05
2703	ENSG00000020129	NCDN	neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]	1	p34.3	1	35557473	35567274	-0.501995319	8.49E-05
2704	ENSG00000180628	PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]	10	q23.32	1	91163012	91284331	-0.77849464	8.49E-05
2705	ENSG00000139266	Mar-09	membrane-associated ring finger (C3HC4) 9 [Source:HGNC Symbol;Acc:HGNC:25139]	12	q14.1	1	57755098	57760407	-0.747978473	8.51E-05
2706	ENSG00000168275	COA6	cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]	1	q42.2	1	234373456	234384049	0.512503618	8.51E-05
2707	ENSG00000166900	STX3	syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]	11	q12.1	1	59713456	59805882	-0.559785468	8.51E-05
2708	ENSG00000251279			5	q12.1	1	61162070	61232040	-0.644611315	8.53E-05
2709	ENSG00000143643	TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]	1	q42.2	-1	230906243	230978875	-0.565771465	8.55E-05
2710	ENSG00000221963	APOL6	"apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]"	22	q12.3	1	35648395	35668409	1.025038299	8.59E-05
2711	ENSG00000162521	RBBP4	retinoblastoma binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9887]	1	p35.1	1	32651142	32686211	-0.776552454	8.70E-05
2712	ENSG00000088538	DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	3	p21.2	1	50675241	51384198	-0.837727023	8.71E-05
2713	ENSG00000091138	SLC26A3	"solute carrier family 26 (anion exchanger), member 3 [Source:HGNC Symbol;Acc:HGNC:3018]"	7	q31.1	-1	107765467	107803225	1.962434152	8.81E-05
2714	ENSG00000153064	BANK1	B-cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	4	q24	1	101411286	102074812	1.459574892	8.84E-05
2715	ENSG00000213853	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	16	p13.13	-1	10528422	10580698	0.574359079	8.84E-05
2716	ENSG00000260214	NA	NA	NA	NA	NA	NA	NA	0.817810904	8.88E-05
2717	ENSG00000087245	MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	16	q12.2	1	55389700	55506691	0.676639196	8.88E-05
2718	ENSG00000136869	TLR4	toll-like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	q33.1	1	117704332	117716871	0.817901042	8.92E-05
2719	ENSG00000090661	CERS4	ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747]	19	p13.2	1	8206736	8262421	-1.020809042	8.98E-05
2720	ENSG00000140350	ANP32A	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:HGNC Symbol;Acc:HGNC:13233]"	15	q23	-1	68778535	68820897	-0.550019283	9.07E-05
2721	ENSG00000003096	KLHL13	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	q24	-1	117897813	118117340	0.769331907	9.14E-05
2722	ENSG00000101191	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	20	q13.33	-1	62877738	62937952	-0.63515001	9.16E-05
2723	ENSG00000168405	CMAHP	"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene [Source:HGNC Symbol;Acc:HGNC:2098]"	6	p22.3	-1	25081068	25166555	1.017257522	9.17E-05
2724	ENSG00000178977	LINC00324	long intergenic non-protein coding RNA 324 [Source:HGNC Symbol;Acc:HGNC:26628]	17	p13.1	-1	8220642	8224043	0.801295462	9.20E-05
2725	ENSG00000162191	UBXN1	UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]	11	q12.3	-1	62676498	62679117	-0.70258432	9.24E-05
2726	ENSG00000137673	MMP7	matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]	11	q22.2	-1	102520508	102530753	2.165551013	9.24E-05
2727	ENSG00000155011	DKK2	dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]	4	q25	-1	106921802	107283806	0.826709258	9.28E-05
2728	ENSG00000151692	RNF144A	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	2	p25.1	1	6917392	7068286	0.779089661	9.41E-05
2729	ENSG00000161996	WDR90	WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]	16	p13.3	1	649311	667833	-0.723624871	9.41E-05
2730	ENSG00000123815	ADCK4	aarF domain containing kinase 4 [Source:HGNC Symbol;Acc:HGNC:19041]	19	q13.2	-1	40691529	40718207	-0.57058012	9.44E-05
2731	ENSG00000204291	COL15A1	"collagen, type XV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2192]"	9	q22.33	1	98943179	99070792	0.675690798	9.44E-05
2732	ENSG00000162511	LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	1	p35.2	-1	30732469	30757820	1.130754016	9.52E-05
2733	ENSG00000137727	ARHGAP20	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]	11	q23.1	-1	110577042	110713189	0.786436634	9.59E-05
2734	ENSG00000066735	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	14	q32.33	1	104138723	104180894	-0.502747585	9.69E-05
2735	ENSG00000102100	SLC35A2	"solute carrier family 35 (UDP-galactose transporter), member A2 [Source:HGNC Symbol;Acc:HGNC:11022]"	X	p11.23	-1	48903182	48911958	-0.486213254	9.70E-05
2736	ENSG00000079308	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	2	q35	-1	217799789	218002995	0.858359112	9.71E-05
2737	ENSG00000225361	PPP1R26-AS1	PPP1R26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48717]	9	q34.3	-1	135462727	135480777	-0.727868937	9.92E-05
2738	ENSG00000181104	F2R	coagulation factor II (thrombin) receptor [Source:HGNC Symbol;Acc:HGNC:3537]	5	q13.3	1	76716043	76735781	0.711885516	1.00E-04
2739	ENSG00000261386			16	q22.1	-1	67549214	67563958	-0.475781647	0.000100777
2740	ENSG00000174791	RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]	11	q13.2	-1	66330242	66336840	-0.526248687	0.00010082
2741	ENSG00000106012	IQCE	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]	7	p22.3	1	2558972	2614734	-0.526532132	0.000101506
2742	ENSG00000108821	COL1A1	"collagen, type I, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2197]"	17	q21.33	-1	50183289	50201632	0.871697254	0.000101821
2743	ENSG00000181827	RFX7	"regulatory factor X, 7 [Source:HGNC Symbol;Acc:HGNC:25777]"	15	q21.3	-1	56087280	56243266	0.522231317	0.000102155
2744	ENSG00000145868	FBXO38	F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]	5	q32	1	148383935	148442836	0.977830972	0.000102198
2745	ENSG00000171476	HOPX	HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]	4	q12	-1	56647988	56681899	0.868713305	0.000102207
2746	ENSG00000142186	SCYL1	"SCY1-like, kinase-like 1 [Source:HGNC Symbol;Acc:HGNC:14372]"	11	q13.1	1	65525077	65538704	-0.49339688	0.000102932
2747	ENSG00000109466	KLHL2	kelch-like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	4	q32.3	1	165207618	165323156	0.432864646	0.000104199
2748	ENSG00000087266	SH3BP2	SH3-domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]	4	p16.3	1	2793023	2841098	-0.569098813	0.000104356
2749	ENSG00000148153	INIP	INTS3 and NABP interacting protein [Source:HGNC Symbol;Acc:HGNC:24994]	9	q32	-1	112683926	112718236	-0.635559673	0.000104465
2750	ENSG00000152766	ANKRD22	ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]	10	q23.31	-1	88822132	88851818	1.254758105	0.00010514
2751	ENSG00000006074	NA	NA	NA	NA	NA	NA	NA	1.597600076	0.000105789
2752	ENSG00000076706	MCAM	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	11	q23.3	-1	119308529	119321521	0.859382648	0.00010613
2753	ENSG00000233098	CCDC144NL-AS1	CCDC144NL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51340]	17	p11.2	1	20868433	21002276	0.978510328	0.000107015
2754	ENSG00000087460	GNAS	GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]	20	q13.32	1	58839718	58911192	-0.795101401	0.000107733
2755	ENSG00000115226	FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	2	p23.3	-1	27491883	27495245	-0.825657814	0.000108394
2756	ENSG00000204536	CCHCR1	coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930]	6	p21.33	-1	31142439	31158238	-0.607457604	0.000110502
2757	ENSG00000064999	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	6	p21.31	1	34889265	35091413	-0.64429955	0.000110926
2758	ENSG00000122870	BICC1	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	10	q21.1	1	58513140	58831437	0.842967701	0.000112616
2759	ENSG00000125505	MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	19	q13.42	-1	54173412	54189882	-0.591190457	0.000114132
2760	ENSG00000007541	PIGQ	"phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:HGNC:14135]"	16	p13.3	1	566995	584136	-0.665191207	0.000114137
2761	ENSG00000167601	AXL	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	19	q13.2	1	41219203	41261766	0.701794115	0.000115228
2762	ENSG00000090920	NA	NA	NA	NA	NA	NA	NA	1.457647961	0.000116474
2763	ENSG00000147100	SLC16A2	"solute carrier family 16, member 2 (thyroid hormone transporter) [Source:HGNC Symbol;Acc:HGNC:10923]"	X	q13.2	1	74421461	74533917	0.519641987	0.000117169
2764	ENSG00000071073	MGAT4A	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:HGNC:7047]"	2	q11.2	-1	98619106	98731126	0.76656235	0.000117824
2765	ENSG00000101665	SMAD7	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]	18	q21.1	-1	48919853	48950711	0.654982145	0.000117913
2766	ENSG00000004897	CDC27	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	17	q21.32	-1	47117703	47189422	0.647549675	0.000118042
2767	ENSG00000165175	MID1IP1	MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]	X	p11.4	1	38801432	38806537	-0.629681519	0.000119259
2768	ENSG00000143933	CALM2	"calmodulin 2 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1445]"	2	p21	-1	47160082	47176601	0.855075572	0.000119623
2769	ENSG00000264364	DYNLL2	"dynein, light chain, LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]"	17	q22	1	58083415	58095536	0.708265771	0.000119807
2770	ENSG00000187522	HSPA14	heat shock 70kDa protein 14 [Source:HGNC Symbol;Acc:HGNC:29526]	10	p13	1	14838164	14871741	-0.747764192	0.000119931
2771	ENSG00000161896	IP6K3	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]	6	p21.31	-1	33721667	33746985	-1.011596089	0.000121744
2772	ENSG00000167965	MLST8	"MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]"	16	p13.3	1	2204248	2209416	-0.570281097	0.000122094
2773	ENSG00000169469	SPRR1B	small proline-rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]	1	q21.3	1	153031202	153032900	0.832206397	0.000122576
2774	ENSG00000165568	AKR1E2	"aldo-keto reductase family 1, member E2 [Source:HGNC Symbol;Acc:HGNC:23437]"	10	p15.1	1	4786629	4848062	0.489354224	0.00012352
2775	ENSG00000129514	FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	14	q21.1	-1	37589984	37596059	-0.996971751	0.000124124
2776	ENSG00000134762	DSC3	desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]	18	q12.1	-1	30990008	31042815	1.12795894	0.000125843
2777	ENSG00000164542	KIAA0895	KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]	7	p14.2	-1	36324221	36390125	-0.639443786	0.000125878
2778	ENSG00000033100	CHPF2	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]	7	q36.1	1	151232489	151238827	-0.743604132	0.000126144
2779	ENSG00000125817	CENPB	"centromere protein B, 80kDa [Source:HGNC Symbol;Acc:HGNC:1852]"	20	p13	-1	3783851	3786690	-0.561952517	0.000126241
2780	ENSG00000072864	NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	16	p13.11	1	15643267	15726353	0.714063951	0.000126336
2781	ENSG00000112531	QKI	"QKI, KH domain containing, RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]"	6	q26	1	163414000	163578596	-0.833768362	0.000126336
2782	ENSG00000143294	PRCC	papillary renal cell carcinoma (translocation-associated) [Source:HGNC Symbol;Acc:HGNC:9343]	1	q23.1	1	156750610	156800817	-0.607923195	0.000128724
2783	ENSG00000185272	RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	21	q11.2	1	14216130	14228372	-0.65016453	0.000129262
2784	ENSG00000164597	COG5	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]	7	q22.3	-1	107201555	107564514	0.484623931	0.000129522
2785	ENSG00000100151	PICK1	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]	22	q13.1	1	38056311	38075701	-0.471618236	0.000130069
2786	ENSG00000160200	CBS	cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]	21	q22.3	-1	43053191	43076943	-1.035888223	0.000130221
2787	ENSG00000261496			4	q21.3	-1	86012296	86013874	-0.770535274	0.000130339
2788	ENSG00000169814	BTD	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	3	p25.1	1	15601341	15645822	-0.72365894	0.000130371
2789	ENSG00000261731			16	p11.2	-1	31709113	31711984	-0.551998898	0.000130498
2790	ENSG00000189403	HMGB1	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]	13	q12.3	-1	30456704	30617597	-0.811827261	0.000132305
2791	ENSG00000169291	SHE	Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]	1	q21.3	-1	154469772	154502113	0.874954194	0.000132468
2792	ENSG00000167088	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa [Source:HGNC Symbol;Acc:HGNC:11158]	18	q11.2	1	21612267	21633524	0.471836046	0.000132845
2793	ENSG00000120963	ZNF706	zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]	8	q22.3	-1	101177878	101206193	-0.424470181	0.000133772
2794	ENSG00000267575			19	q11	1	27793463	27918863	0.782449322	0.000133772
2795	ENSG00000101901	ALG13	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	q23	1	111665811	111760649	-0.655101726	0.000134593
2796	ENSG00000129187	DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]	4	q35.1	-1	182890060	182917936	0.508793269	0.000134775
2797	ENSG00000188452	CERKL	ceramide kinase-like [Source:HGNC Symbol;Acc:HGNC:21699]	2	q31.3	-1	181536676	181680665	1.158123846	0.000134775
2798	ENSG00000138074	SLC5A6	"solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11041]"	2	p23.3	-1	27199587	27212958	-0.591323306	0.0001357
2799	ENSG00000144837	PLA1A	phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]	3	q13.33	1	119597842	119629811	1.326321356	0.0001357
2800	ENSG00000171793	CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	1	p34.2	1	40979335	41012565	0.743537656	0.00013698
2801	ENSG00000142279	WTIP	Wilms tumor 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]	19	q13.11	1	34481638	34512304	0.62390916	0.000138526
2802	ENSG00000115904	SOS1	son of sevenless homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:11187]	2	p22.1	-1	38981396	39124345	-0.809227164	0.000140381
2803	ENSG00000147027	TMEM47	transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]	X	p21.1	-1	34627064	34657288	0.794593957	0.000140381
2804	ENSG00000137814	HAUS2	"HAUS augmin-like complex, subunit 2 [Source:HGNC Symbol;Acc:HGNC:25530]"	15	q15.2	1	42548810	42569994	0.528182804	0.000140672
2805	ENSG00000088881	EBF4	early B-cell factor 4 [Source:HGNC Symbol;Acc:HGNC:29278]	20	p13	1	2692878	2760108	-0.524057578	0.000141573
2806	ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	9	p22.3	-1	15464066	15511019	-0.588836256	0.000143785
2807	ENSG00000188283	ZNF383	zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]	19	q13.12	1	37217926	37248738	0.554388194	0.000145198
2808	ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	18	p11.22	1	9475009	9538116	-0.562183509	0.000147616
2809	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16 [Source:HGNC Symbol;Acc:HGNC:15515]	1	p36.32	1	3454426	3481113	-0.495711481	0.000147801
2810	ENSG00000022840	RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	12	q24.31	1	120533480	120577594	-0.515445192	0.000148032
2811	ENSG00000182511	FES	"FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]"	15	q26.1	1	90883695	90895776	-0.670263447	0.000152105
2812	ENSG00000165304	MELK	maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]	9	p13.2	1	36572862	36677683	-0.702276394	0.000153246
2813	ENSG00000166173	LARP6	"La ribonucleoprotein domain family, member 6 [Source:HGNC Symbol;Acc:HGNC:24012]"	15	q23	-1	70829130	70854159	0.659504641	0.000153246
2814	ENSG00000167772	ANGPTL4	angiopoietin-like 4 [Source:HGNC Symbol;Acc:HGNC:16039]	19	p13.2	1	8363289	8374373	-1.058916166	0.000154954
2815	ENSG00000173638	SLC19A1	"solute carrier family 19 (folate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10937]"	21	q22.3	-1	45493572	45544411	-0.786009449	0.000154954
2816	ENSG00000109016	DHRS7B	dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:HGNC:24547]	17	p11.2	1	21123364	21193265	0.700642079	0.000155226
2817	ENSG00000196092	PAX5	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	9	p13.2	-1	36833275	37034185	0.81930967	0.000155226
2818	ENSG00000073282	TP63	tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]	3	q28	1	189631416	189897279	1.119115593	0.000157523
2819	ENSG00000148308	GTF3C5	"general transcription factor IIIC, polypeptide 5, 63kDa [Source:HGNC Symbol;Acc:HGNC:4668]"	9	q34.13	1	133030675	133058503	-0.470274097	0.00015783
2820	ENSG00000205464	ATP6AP1L	"ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:HGNC Symbol;Acc:HGNC:28091]"	5	q14.2	1	82279462	82386977	-0.596071264	0.000158
2821	ENSG00000048052	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	7	p21.1	1	18086949	19002416	0.875063933	0.000158179
2822	ENSG00000175274	TP53I11	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]	11	p11.2	-1	44885903	44951306	-0.797624905	0.000158632
2823	ENSG00000135318	NT5E	"5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:HGNC:8021]"	6	q14.3	1	85449584	85495791	0.913265509	0.000158646
2824	ENSG00000075826	SEC31B	"SEC31 homolog B, COPII coating complex component [Source:HGNC Symbol;Acc:HGNC:23197]"	10	q24.31	-1	100486642	100519864	-0.765029788	0.000158821
2825	ENSG00000118762	PKD2	polycystic kidney disease 2 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:9009]	4	q22.1	1	88007668	88077777	0.488110281	0.000159655
2826	ENSG00000103707	MTFMT	mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]	15	q22.31	-1	65001512	65029639	0.642420695	0.00016045
2827	ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	3	q26.2	1	170418865	170860380	0.845236333	0.000161997
2828	ENSG00000135048	TMEM2	transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:11869]	9	q21.13	-1	71683366	71816690	-0.687465529	0.000161997
2829	ENSG00000065923	SLC9A7	"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 [Source:HGNC Symbol;Acc:HGNC:17123]"	X	p11.3	-1	46599252	46759172	-0.779470722	0.000162397
2830	ENSG00000163220	S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	1	q21.3	1	153357854	153361027	1.476100502	0.000162913
2831	ENSG00000180626	ZNF594	zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]	17	p13.2	-1	5179536	5191883	-0.553457374	0.000162914
2832	ENSG00000157593	SLC35B2	"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 [Source:HGNC Symbol;Acc:HGNC:16872]"	6	p21.1	-1	44254096	44257890	-0.499401497	0.00016321
2833	ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	7	q21.12	1	87934143	88202889	0.786395135	0.000163534
2834	ENSG00000178307	TMEM11	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]	17	p11.2	-1	21197280	21214624	0.457559563	0.000163723
2835	ENSG00000147697	GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	8	q24.21	-1	129748196	129786888	-0.44733674	0.000163988
2836	ENSG00000169718	DUS1L	dihydrouridine synthase 1-like [Source:HGNC Symbol;Acc:HGNC:30086]	17	q25.3	-1	82057506	82065887	-0.543490978	0.000164232
2837	ENSG00000146072	TNFRSF21	"tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:HGNC:13469]"	6	p12.3	-1	47231532	47309905	0.919939148	0.000164506
2838	ENSG00000119965	C10orf88	chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]	10	q26.13	-1	122930903	122954403	0.518558269	0.000165531
2839	ENSG00000134717	BTF3L4	basic transcription factor 3-like 4 [Source:HGNC Symbol;Acc:HGNC:30547]	1	p32.3	1	52056125	52090716	0.636153274	0.000166172
2840	ENSG00000169813	HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]	10	q11.21	-1	43385617	43409166	0.528718799	0.000167373
2841	ENSG00000155792	DEPTOR	DEP domain containing MTOR-interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]	8	q24.12	1	119873717	120050913	0.658895452	0.00016757
2842	ENSG00000188175	HEPACAM2	HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]	7	q21.2	-1	93188586	93226524	0.862964117	0.000168496
2843	ENSG00000250423	KIAA1210	KIAA1210 [Source:HGNC Symbol;Acc:HGNC:29218]	X	q24	-1	119078635	119150579	1.534159958	0.000168497
2844	ENSG00000132254	ARFIP2	ADP-ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]	11	p15.4	-1	6474683	6481479	-0.523888157	0.000168786
2845	ENSG00000060069	CTDP1	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]"	18	q23	1	79679801	79756623	-0.52043616	0.000169091
2846	ENSG00000135899	SP110	SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]	2	q37.1	-1	230167293	230225729	0.744969806	0.000169261
2847	ENSG00000139112	GABARAPL1	GABA(A) receptor-associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]	12	p13.2	1	10212458	10223130	0.532912124	0.000170399
2848	ENSG00000141441	GAREM	"GRB2 associated, regulator of MAPK1 [Source:HGNC Symbol;Acc:HGNC:26136]"	18	q12.1	-1	32124877	32470484	0.668666944	0.000170783
2849	ENSG00000077454	LRCH4	leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]	7	q22.1	-1	100574011	100586153	-0.491198877	0.000171749
2850	ENSG00000104687	GSR	glutathione reductase [Source:HGNC Symbol;Acc:HGNC:4623]	8	p12	-1	30678061	30727926	0.856970952	0.000171867
2851	ENSG00000242265	PEG10	paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]	7	q21.3	1	94656325	94669695	-1.18243966	0.000171867
2852	ENSG00000101445	PPP1R16B	"protein phosphatase 1, regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]"	20	q11.23	1	38805705	38923024	0.891776987	0.000172315
2853	ENSG00000163638	ADAMTS9	"ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:HGNC Symbol;Acc:HGNC:13202]"	3	p14.1	-1	64515654	64688000	-1.000752238	0.00017275
2854	ENSG00000170915	PAQR8	progestin and adipoQ receptor family member VIII [Source:HGNC Symbol;Acc:HGNC:15708]	6	p12.2	1	52361421	52407777	0.693514977	0.000175028
2855	ENSG00000180596	HIST1H2BC	"histone cluster 1, H2bc [Source:HGNC Symbol;Acc:HGNC:4757]"	6	p22.2	-1	26114873	26123926	1.365359806	0.000176022
2856	ENSG00000136436	CALCOCO2	calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]	17	q21.32	1	48830988	48866522	-0.547835413	0.000176502
2857	ENSG00000182827	ACBD3	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	1	q42.12	-1	226144679	226186730	0.619330482	0.000176829
2858	ENSG00000124596	OARD1	O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257]	6	p21.1	-1	41033627	41097787	-0.485825802	0.000176846
2859	ENSG00000175216	CKAP5	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	11	p11.2	-1	46743048	46846308	0.546236156	0.000179496
