rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
2670	ENSG00000134824	FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]	11	q12.2	1	61792980	61867354	-0.36	9.19E-02
2671	ENSG00000178307	TMEM11	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]	17	p11.2	-1	21197280	21214624	-0.80	9.20E-02
2672	ENSG00000146038	DCDC2	doublecortin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18141]	6	p22.3	-1	24171756	24358052	-0.66	9.21E-02
2673	ENSG00000075213	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:HGNC Symbol;Acc:HGNC:10723]"	7	q21.11	-1	83955777	84492724	-0.22	9.21E-02
2674	ENSG00000180998	GPR137C	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]	14	q22.1	1	52553148	52637713	0.82	9.22E-02
2675	ENSG00000164604	GPR85	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536]	7	q31.1	-1	113078331	113087778	1.15	9.22E-02
2676	ENSG00000165055	METTL2B	methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]	7	q32.1	1	128476729	128506602	-1.04	9.22E-02
2677	ENSG00000148384	INPP5E	"inositol polyphosphate-5-phosphatase, 72 kDa [Source:HGNC Symbol;Acc:HGNC:21474]"	9	q34.3	-1	136428619	136439822	1.02	9.24E-02
2678	ENSG00000177098	SCN4B	"sodium channel, voltage gated, type IV beta subunit [Source:HGNC Symbol;Acc:HGNC:10592]"	11	q23.3	-1	118133377	118152888	-0.16	9.29E-02
2679	ENSG00000137871	ZNF280D	zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]	15	q21.3	-1	56630181	56918571	-0.67	9.29E-02
2680	ENSG00000180530	NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	21	q21.1	-1	14961235	15065000	1.09	9.31E-02
2681	ENSG00000150779	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:11818]	11	q23.1	-1	112084800	112086798	-1.31	9.31E-02
2682	ENSG00000197912	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive) [Source:HGNC Symbol;Acc:HGNC:11237]	16	q24.3	1	89490917	89557768	0.82	9.31E-02
2683	ENSG00000111348	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta [Source:HGNC Symbol;Acc:HGNC:679]	12	p12.3	-1	14942017	14961728	-0.91	9.32E-02
2684	ENSG00000076258	FMO4	flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]	1	q24.3	1	171314208	171342084	-1.36	9.34E-02
2685	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]	10	q26.3	1	129467184	129768007	-1.22	9.34E-02
2686	ENSG00000141367	CLTC	"clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]"	17	q23.1	1	59619689	59696956	0.64	9.38E-02
2687	ENSG00000136108	CKAP2	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]	13	q14.3	1	52455429	52476628	-0.68	9.38E-02
2688	ENSG00000101639	CEP192	centrosomal protein 192kDa [Source:HGNC Symbol;Acc:HGNC:25515]	18	p11.21	1	12991362	13125052	-0.60	9.38E-02
2689	ENSG00000198963	RORB	RAR-related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]	9	q21.13	1	74497365	74693177	0.59	9.39E-02
2690	ENSG00000197122	SRC	"SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"	20	q11.23	1	37344685	37406050	-0.50	9.40E-02
2691	ENSG00000150433	TMEM218	transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]	11	q24.2	-1	125096545	125111763	-0.76	9.41E-02
2692	ENSG00000138814	PPP3CA	"protein phosphatase 3, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:HGNC:9314]"	4	q24	-1	101023409	101348278	1.02	9.41E-02
2693	ENSG00000186862	PDZD7	PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]	10	q24.31	-1	101007683	101031157	0.40	9.41E-02
2694	ENSG00000149564	ESAM	endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]	11	q24.2	-1	124752583	124762290	0.40	9.42E-02
2695	ENSG00000099256	PRTFDC1	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]	10	p12.1	-1	24848607	24952604	-0.70	9.42E-02
2696	ENSG00000132155	RAF1	"Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]"	3	p25.2	-1	12583601	12664226	0.75	9.43E-02
2697	ENSG00000143303	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24273]	1	q23.1	1	156728442	156736960	-0.84	9.44E-02
2698	ENSG00000214827	MTCP1	mature T-cell proliferation 1 [Source:HGNC Symbol;Acc:HGNC:7423]	X	q28	-1	155061622	155147937	-1.04	9.44E-02
2699	ENSG00000117592	PRDX6	peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]	1	q25.1	1	173477266	173488807	1.47	9.45E-02
2700	ENSG00000182446	NPLOC4	"NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]"	17	q25.3	-1	81556887	81648465	0.39	9.46E-02
2701	ENSG00000130558	OLFM1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	9	q34.3	1	135075243	135121179	-0.57	9.47E-02
2702	ENSG00000138439	FAM117B	"family with sequence similarity 117, member B [Source:HGNC Symbol;Acc:HGNC:14440]"	2	q33.2	1	202635188	202769757	0.50	9.47E-02
2703	ENSG00000164106	SCRG1	stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]	4	q34.1	-1	173384701	173406380	-0.28	9.49E-02
2704	ENSG00000100883	SRP54	signal recognition particle 54kDa [Source:HGNC Symbol;Acc:HGNC:11301]	14	q13.2	1	34981957	35029567	0.56	9.50E-02
2705	ENSG00000135749	PCNXL2	pecanex-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:8736]	1	q42.2	-1	232983435	233295713	0.96	9.50E-02
2706	ENSG00000172340	SUCLG2	"succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:HGNC:11450]"	3	p14.1	-1	67360460	67654614	-0.56	9.50E-02
2707	ENSG00000183508	FAM46C	"family with sequence similarity 46, member C [Source:HGNC Symbol;Acc:HGNC:24712]"	1	p12	1	117605934	117628372	-0.59	9.51E-02
2708	ENSG00000233806	LINC01237	long intergenic non-protein coding RNA 1237 [Source:HGNC Symbol;Acc:HGNC:49793]	2	q37.3	1	241881363	242078722	1.68	9.51E-02
2709	ENSG00000234405			X	q22.2	1	103497523	103500317	-0.22	9.51E-02
2710	ENSG00000142973	CYP4B1	"cytochrome P450, family 4, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2644]"	1	p33	1	46757838	46819413	-0.84	9.53E-02
2711	ENSG00000071677	PRLH	prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]	2	q37.3	1	237566574	237567175	0.43	9.53E-02
2712	ENSG00000106484	MEST	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	7	q32.2	1	130486171	130506296	0.42	9.53E-02
2713	ENSG00000142765	SYTL1	synaptotagmin-like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	1	p36.11	1	27342020	27353937	-0.50	9.53E-02
2714	ENSG00000147381	MAGEA4	melanoma antigen family A4 [Source:HGNC Symbol;Acc:HGNC:6802]	X	q28	1	151912509	151925170	0.37	9.53E-02
2715	ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	6	q23.2	-1	134169246	134318112	-0.94	9.53E-02
2716	ENSG00000142185	TRPM2	"transient receptor potential cation channel, subfamily M, member 2 [Source:HGNC Symbol;Acc:HGNC:12339]"	21	q22.3	1	44350163	44443081	-0.41	9.54E-02
2717	ENSG00000117318	ID3	"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5362]"	1	p36.12	-1	23557918	23559794	-0.81	9.55E-02
2718	ENSG00000105976	MET	"MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"	7	q31.2	1	116672390	116798386	-0.83	9.56E-02
2719	ENSG00000140832	MARVELD3	MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]	16	q22.2	1	71626161	71642114	-1.52	9.58E-02
2720	ENSG00000171100	MTM1	myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]	X	q28	1	150568619	150673322	-0.53	9.58E-02
2721	ENSG00000125844	RRBP1	ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]	20	p12.1	-1	17613678	17682295	-0.15	9.59E-02
2722	ENSG00000134262	AP4B1	"adaptor-related protein complex 4, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:572]"	1	p13.2	-1	113894748	113905201	0.37	9.60E-02
2723	ENSG00000110660	SLC35F2	"solute carrier family 35, member F2 [Source:HGNC Symbol;Acc:HGNC:23615]"	11	q22.3	-1	107790991	107928293	-0.61	9.60E-02
2724	ENSG00000162520	SYNC	"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]"	1	p35.1	-1	32680360	32703596	-0.05	9.61E-02
2725	ENSG00000147488	ST18	"suppression of tumorigenicity 18, zinc finger [Source:HGNC Symbol;Acc:HGNC:18695]"	8	q11.23	-1	52110839	52460959	-0.47	9.66E-02
2726	ENSG00000092531	SNAP23	"synaptosomal-associated protein, 23kDa [Source:HGNC Symbol;Acc:HGNC:11131]"	15	q15.1	1	42491233	42545356	0.78	9.66E-02
2727	ENSG00000161800	RACGAP1	Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]	12	q13.12	-1	49976923	50033136	0.54	9.66E-02
2728	ENSG00000158669	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:20880]	8	p11.21	1	41577187	41625001	0.21	9.66E-02
2729	ENSG00000076706	MCAM	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	11	q23.3	-1	119308529	119321521	-0.30	9.67E-02
2730	ENSG00000120889	TNFRSF10B	"tumor necrosis factor receptor superfamily, member 10b [Source:HGNC Symbol;Acc:HGNC:11905]"	8	p21.3	-1	23020133	23069179	-0.44	9.67E-02
2731	ENSG00000153786	ZDHHC7	"zinc finger, DHHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:18459]"	16	q24.1	-1	84974181	85011535	-0.39	9.68E-02
2732	ENSG00000006740	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	17	p12	1	12789539	12991643	0.88	9.71E-02
2733	ENSG00000073536	NLE1	notchless homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19889]	17	q12	-1	35128753	35142315	0.98	9.71E-02
2734	ENSG00000169692	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	9	q34.3	-1	136673143	136687423	-0.89	9.71E-02
2735	ENSG00000250312	ZNF718	zinc finger protein 718 [Source:HGNC Symbol;Acc:HGNC:26889]	4	p16.3	1	124480	163989	-0.77	9.72E-02
2736	ENSG00000204136	GGTA1P	"glycoprotein, alpha-galactosyltransferase 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:4253]"	9	q33.2	-1	121444991	121500027	-0.73	9.72E-02
2737	ENSG00000135775	COG2	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]	1	q42.2	1	230642489	230693982	0.42	9.73E-02
2738	ENSG00000168243	GNG4	"guanine nucleotide binding protein (G protein), gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]"	1	q42.3	-1	235547687	235650754	-0.91	9.74E-02
2739	ENSG00000176978	DPP7	dipeptidyl-peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	9	q34.3	-1	137110542	137115177	0.95	9.75E-02
2740	ENSG00000137968	SLC44A5	"solute carrier family 44, member 5 [Source:HGNC Symbol;Acc:HGNC:28524]"	1	p31.1	-1	75202131	75611116	0.80	9.77E-02
2741	ENSG00000123552	USP45	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]	6	q16.2	-1	99432379	99521728	-0.66	9.78E-02
2742	ENSG00000015532	XYLT2	xylosyltransferase II [Source:HGNC Symbol;Acc:HGNC:15517]	17	q21.33	1	50346092	50363138	0.39	9.78E-02
2743	ENSG00000154265	ABCA5	"ATP-binding cassette, sub-family A (ABC1), member 5 [Source:HGNC Symbol;Acc:HGNC:35]"	17	q24.3	-1	69244311	69327244	1.24	9.79E-02
2744	ENSG00000120008	WDR11	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]	10	q26.12	1	120851175	120909524	-0.56	9.81E-02
2745	ENSG00000130222	GADD45G	"growth arrest and DNA-damage-inducible, gamma [Source:HGNC Symbol;Acc:HGNC:4097]"	9	q22.2	1	89605013	89606555	-0.40	9.81E-02
2746	ENSG00000180488	FAM73A	"family with sequence similarity 73, member A [Source:HGNC Symbol;Acc:HGNC:24741]"	1	p31.1	1	77779624	77879539	-0.60	9.82E-02
2747	ENSG00000133678	TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]	10	q22.3	1	80078646	80092557	-0.56	9.82E-02
2748	ENSG00000215190	LINC00680	long intergenic non-protein coding RNA 680 [Source:HGNC Symbol;Acc:HGNC:44417]	6	p11.2	-1	57946074	57961501	-0.37	9.84E-02
2749	ENSG00000185651	UBE2L3	ubiquitin-conjugating enzyme E2L 3 [Source:HGNC Symbol;Acc:HGNC:12488]	22	q11.21	1	21549447	21624034	-0.85	9.85E-02
2750	ENSG00000116574	RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]	1	q42.13	1	228735077	228746669	0.06	9.85E-02
2751	ENSG00000230989	HSBP1	heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]	16	q23.3	1	83807843	83819737	-0.52	9.86E-02
2752	ENSG00000198626	RYR2	ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:HGNC:10484]	1	q43	1	237042205	237833988	-0.53	9.87E-02
2753	ENSG00000060138	YBX3	Y box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]	12	p13.2	-1	10699089	10723312	-0.48	9.87E-02
2754	ENSG00000168944	CEP120	centrosomal protein 120kDa [Source:HGNC Symbol;Acc:HGNC:26690]	5	q23.2	-1	123344885	123423592	-0.44	9.87E-02
2755	ENSG00000171557	FGG	fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694]	4	q32.1	-1	154604134	154612967	0.56	9.87E-02
2756	ENSG00000187021	PNLIPRP1	pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156]	10	q25.3	1	116590385	116609175	0.38	9.87E-02
2757	ENSG00000077264	PAK3	p21 protein (Cdc42/Rac)-activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	X	q23	1	110944285	111227361	-0.74	9.87E-02
2758	ENSG00000116691	MIIP	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]	1	p36.22	1	12019466	12032045	0.98	9.88E-02
2759	ENSG00000185947	ZNF267	zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]	16	p11.2	1	31873758	31917357	-0.63	9.90E-02
2760	ENSG00000260879			1	p13.3	1	108199926	108201491	1.03	9.90E-02
2761	ENSG00000169884	WNT10B	"wingless-type MMTV integration site family, member 10B [Source:HGNC Symbol;Acc:HGNC:12775]"	12	q13.12	-1	48965340	48971763	0.44	9.90E-02
2762	ENSG00000174749	C4orf32	chromosome 4 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:26813]	4	q25	1	112145397	112195256	-0.96	9.91E-02
2763	ENSG00000171456	ASXL1	additional sex combs like transcriptional regulator 1 [Source:HGNC Symbol;Acc:HGNC:18318]	20	q11.21	1	32358344	32439319	1.34	9.91E-02
2764	ENSG00000255872			9	p13.1	-1	37588413	38068687	0.21	9.93E-02
2765	ENSG00000123836	PFKFB2	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"	1	q32.1	1	207034366	207081024	-0.52	9.94E-02
2766	ENSG00000136826	KLF4	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]	9	q31.2	-1	107484852	107490482	-0.84	9.94E-02
2767	ENSG00000154065	ANKRD29	ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110]	18	q11.2	-1	23598926	23662885	0.39	9.95E-02
2768	ENSG00000111816	FRK	fyn-related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]	6	q22.1	-1	115931149	116060758	-0.62	9.95E-02
2769	ENSG00000084070	SMAP2	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]	1	p34.2	1	40344850	40423326	0.23	9.95E-02
2770	ENSG00000115145	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Source:HGNC Symbol;Acc:HGNC:11358]	2	q23.3	-1	152116801	152175992	-0.52	1.00E-01
2771	ENSG00000171606	ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	19	q13.43	1	58183029	58213562	1.30	1.00E-01
2772	ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	17	q21.33	-1	50962174	51120865	1.47	1.00E-01
2773	ENSG00000106803	SEC61B	Sec61 beta subunit [Source:HGNC Symbol;Acc:HGNC:16993]	9	q22.33	1	99222064	99230615	0.61	1.00E-01
2774	ENSG00000260018			16	q24.1	1	84117051	84117571	0.74	1.00E-01
2775	ENSG00000165626	BEND7	BEN domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23514]	10	p13	-1	13438484	13528974	0.78	1.00E-01
2776	ENSG00000260512	NA	NA	NA	NA	NA	NA	NA	1.81	1.01E-01
2777	ENSG00000141384	TAF4B	"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa [Source:HGNC Symbol;Acc:HGNC:11538]"	18	q11.2	1	26225936	26391685	1.05	1.01E-01
2778	ENSG00000142405	NLRP12	"NLR family, pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]"	19	q13.42	-1	53793603	53824394	-0.42	1.01E-01
2779	ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	17	q25.3	-1	81932384	81942412	0.35	1.01E-01
2780	ENSG00000164944	KIAA1429	KIAA1429 [Source:HGNC Symbol;Acc:HGNC:24500]	8	q22.1	-1	94487693	94553529	-0.58	1.01E-01
2781	ENSG00000227059	ANHX	anomalous homeobox [Source:HGNC Symbol;Acc:HGNC:40024]	12	q24.33	-1	133218312	133236095	-0.85	1.01E-01
2782	ENSG00000109680	TBC1D19	"TBC1 domain family, member 19 [Source:HGNC Symbol;Acc:HGNC:25624]"	4	p15.2	1	26576437	26755351	-0.48	1.01E-01
2783	ENSG00000121851	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like [Source:HGNC Symbol;Acc:HGNC:28466]	1	q21.1	1	145964702	145978848	-0.43	1.02E-01
2784	ENSG00000168610	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:HGNC:11364]	17	q21.2	-1	42313324	42388568	-0.41	1.02E-01
2785	ENSG00000082014	SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]"	7	q36.1	-1	151238764	151277896	-0.39	1.02E-01
2786	ENSG00000165030	NFIL3	"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]"	9	q22.31	-1	91409045	91423862	-0.23	1.02E-01
2787	ENSG00000160180	TFF3	trefoil factor 3 (intestinal) [Source:HGNC Symbol;Acc:HGNC:11757]	21	q22.3	-1	42311667	42315651	-1.03	1.02E-01
2788	ENSG00000170310	STX8	syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]	17	p13.1	-1	9250471	9576591	-0.38	1.02E-01
2789	ENSG00000143476	DTL	denticleless E3 ubiquitin protein ligase homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30288]	1	q32.3	1	212035553	212107400	-0.08	1.02E-01
2790	ENSG00000143669	LYST	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]	1	q42.3	-1	235661041	235883640	0.63	1.02E-01
2791	ENSG00000121022	COPS5	COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]	8	q13.1	-1	67043079	67083783	0.39	1.03E-01
2792	ENSG00000135318	NT5E	"5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:HGNC:8021]"	6	q14.3	1	85449584	85495791	-0.27	1.03E-01
2793	ENSG00000196090	PTPRT	"protein tyrosine phosphatase, receptor type, T [Source:HGNC Symbol;Acc:HGNC:9682]"	20	q13.11	-1	42072752	43189970	0.82	1.03E-01
2794	ENSG00000178586	OR6B3	"olfactory receptor, family 6, subfamily B, member 3 [Source:HGNC Symbol;Acc:HGNC:15042]"	2	q37.3	-1	240045077	240046072	0.43	1.03E-01
2795	ENSG00000187109	NAP1L1	nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:7637]	12	q21.2	-1	76036587	76085033	0.44	1.03E-01
2796	ENSG00000118518	RNF146	ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]	6	q22.33	1	127266610	127288567	-0.66	1.03E-01
2797	ENSG00000188888	NA	NA	NA	NA	NA	NA	NA	0.58	1.03E-01
2798	ENSG00000185442	FAM174B	"family with sequence similarity 174, member B [Source:HGNC Symbol;Acc:HGNC:34339]"	15	q26.1	-1	92617443	92809884	-0.36	1.03E-01
2799	ENSG00000002919	SNX11	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]	17	q21.32	1	48103357	48123074	-0.38	1.03E-01
2800	ENSG00000091542	ALKBH5	"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"	17	p11.2	1	18183078	18209954	-1.05	1.03E-01
2801	ENSG00000053770	AP5M1	"adaptor-related protein complex 5, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]"	14	q22.3	1	57268909	57298742	-0.55	1.04E-01
2802	ENSG00000160588	MPZL3	myelin protein zero-like 3 [Source:HGNC Symbol;Acc:HGNC:27279]	11	q23.3	-1	118226690	118252350	-0.75	1.04E-01
2803	ENSG00000197536	C5orf56	chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]	5	q31.1	1	132410636	132476044	1.17	1.04E-01
2804	ENSG00000271204			7	q32.3	-1	130930209	130932206	1.69	1.04E-01
2805	ENSG00000188811	NHLRC3	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]	13	q13.3	1	39038306	39050109	-1.26	1.04E-01
2806	ENSG00000100997	ABHD12	abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868]	20	p11.21	-1	25294743	25390983	0.24	1.04E-01
2807	ENSG00000233006			5	q31.1	-1	132311285	132369916	0.83	1.04E-01
2808	ENSG00000079277	MKNK1	MAP kinase interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]	1	p33	-1	46557408	46616843	1.48	1.04E-01
2809	ENSG00000163694	RBM47	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]	4	p14	-1	40423267	40630875	0.52	1.04E-01
2810	ENSG00000136709	WDR33	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]	2	q14.3	-1	127701022	127811187	-1.11	1.05E-01
2811	ENSG00000177283	FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	10	p11.21	-1	35638249	35642278	-1.31	1.05E-01
2812	ENSG00000166747	AP1G1	"adaptor-related protein complex 1, gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]"	16	q22.2	-1	71729000	71809201	-0.48	1.05E-01
2813	ENSG00000174640	SLCO2A1	"solute carrier organic anion transporter family, member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]"	3	q22.2	-1	133932696	134052184	-0.20	1.05E-01
2814	ENSG00000169764	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	2	p15	1	63840940	63891562	-0.17	1.05E-01
2815	ENSG00000123200	ZC3H13	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]	13	q14.13	-1	45954465	46052759	-0.39	1.05E-01
2816	ENSG00000171475	WIPF2	"WAS/WASL interacting protein family, member 2 [Source:HGNC Symbol;Acc:HGNC:30923]"	17	q21.2	1	40219304	40284136	-0.92	1.05E-01
2817	ENSG00000136235	GPNMB	glycoprotein (transmembrane) nmb [Source:HGNC Symbol;Acc:HGNC:4462]	7	p15.3	1	23235967	23275108	-0.75	1.05E-01
2818	ENSG00000125813	PAX1	paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]	20	p11.22	1	21705659	21718486	-1.12	1.05E-01
2819	ENSG00000073605	GSDMB	gasdermin B [Source:HGNC Symbol;Acc:HGNC:23690]	17	q21.1	-1	39904595	39919854	1.03	1.05E-01
2820	ENSG00000081041	CXCL2	chemokine (C-X-C motif) ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]	4	q13.3	-1	74097035	74099293	-0.51	1.05E-01
2821	ENSG00000197461	PDGFA	platelet-derived growth factor alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:8799]	7	p22.3	-1	497258	520296	-1.13	1.06E-01
2822	ENSG00000109255	NMU	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]	4	q12	-1	55595229	55636698	0.44	1.06E-01
2823	ENSG00000143379	SETDB1	"SET domain, bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]"	1	q21.3	1	150926263	150964744	-1.00	1.06E-01
2824	ENSG00000106069	CHN2	chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]	7	p14.3	1	29122274	29514328	-0.21	1.06E-01
2825	ENSG00000020129	NCDN	neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]	1	p34.3	1	35557473	35567274	0.82	1.06E-01
2826	ENSG00000170949	ZNF160	zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]	19	q13.42	-1	53066606	53103436	1.02	1.06E-01
2827	ENSG00000022976	ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]	14	q32.31	1	102317377	102342702	0.47	1.06E-01
2828	ENSG00000145592	RPL37	ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]	5	p13.1	-1	40825262	40835335	0.41	1.06E-01
2829	ENSG00000135315	CEP162	centrosomal protein 162kDa [Source:HGNC Symbol;Acc:HGNC:21107]	6	q14.3	-1	84124241	84227635	-0.56	1.06E-01
